State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,Pollutant_Year
1,3,10,88101,3,30.497478,-87.880258,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,0.0,0.0,Certification not required,0,6.653409,3.282974,19.5,2025-02-23 00:00,12.9,2025-03-27 00:00,12.2,2025-01-24 00:00,12.2,2025-02-22 00:00,,,,,19.5,12.9,11.4,10.9,9.1,6.2,2.6,"FAIRHOPE, Alabama","FAIRHOPE HIGH SCHOOL, 1 PIRATE DRIVE, FAIRHOPE,  ALABAMA",AL,Baldwin,Fairhope,"Daphne-Fairhope-Foley, AL",2025-06-13,2024
1,27,1,88101,3,33.284928,-85.803608,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,1.0,1.0,Certification not required,0,7.16,6.649657,48.5,2025-01-26 00:00,30.5,2025-03-23 00:00,23.6,2025-02-20 00:00,23.6,2025-03-28 00:00,,,,,48.5,30.5,20.1,13.2,7.9,5.4,3.0,ASHLAND,ASHLAND AIRPORT,AL,Clay,Ashland,,2025-06-13,2024
1,49,1003,88101,3,34.288567,-85.969858,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,5.764444,3.452871,20.2,2025-03-28 00:00,17.3,2025-03-29 00:00,12.7,2025-03-13 00:00,12.1,2025-02-23 00:00,,,,,20.2,17.3,11.7,9.9,7.7,4.9,2.2,CROSSVILLE,"13112 HWY.68 , CROSSVILLE AL. 35962",AL,DeKalb,Crossville,"Fort Payne, AL",2025-06-13,2024
1,49,9991,44201,1,34.289001,-85.970065,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2025,Parts per million,No Events,2028,24,N,60,245,0,0,0.0,0.0,Certification not required,0,0.046967,0.009913,0.068,2025-03-12 10:00,0.068,2025-04-18 09:00,0.064,2025-04-14 10:00,0.063,2025-03-28 09:00,,,,,0.068,0.068,0.064,0.061,0.055,0.05,0.041,Sand Mountain,"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",AL,DeKalb,Crossville,"Fort Payne, AL",2025-07-05,2015
1,55,10,88101,3,33.98821,-85.992556,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,0.0,0.0,Certification not required,0,7.735227,4.013685,25.8,2025-03-12 00:00,21.0,2025-03-29 00:00,17.8,2025-03-28 00:00,14.2,2025-01-26 00:00,,,,,25.8,21.0,13.8,12.4,9.6,6.7,4.0,GADSDEN C. COLLEGE,"314 COLLEGE DRIVE, GADSDEN, AL 35902",AL,Etowah,Gadsden,"Gadsden, AL",2025-06-13,2024
1,73,23,88101,3,33.553056,-86.815,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),Events Included,88,24,N,88,365,0,0,1.0,1.0,Certification not required,0,13.226136,6.68062,39.9,2025-03-28 00:00,29.1,2025-03-10 00:00,28.8,2025-03-27 00:00,27.6,2025-02-26 00:00,,,,,39.9,29.1,27.1,23.2,16.8,12.0,6.2,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",AL,Jefferson,Birmingham,"Birmingham-Hoover, AL",2025-05-27,2024
1,73,1005,88101,3,33.331111,-87.003611,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),Events Included,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,8.715556,4.12403,24.0,2025-03-28 00:00,19.5,2025-02-26 00:00,18.6,2025-03-29 00:00,17.7,2025-02-24 00:00,,,,,24.0,19.5,16.9,14.6,10.8,8.0,4.4,McAdory, ROUTE 8 MCADORY,AL,Jefferson,,"Birmingham-Hoover, AL",2025-05-23,2024
1,73,1010,88101,3,33.545278,-86.549167,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),Events Included,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,8.32,3.618498,26.0,2025-03-28 00:00,18.8,2025-03-29 00:00,15.7,2025-02-26 00:00,14.4,2025-03-27 00:00,,,,,26.0,18.8,14.3,12.7,10.0,7.6,4.6,Leeds, 201 ASHVILLE ROAD,AL,Jefferson,Leeds,"Birmingham-Hoover, AL",2025-05-23,2024
1,73,2003,88101,3,33.499722,-86.924167,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),Events Included,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,8.46,4.213883,26.3,2025-03-28 00:00,20.8,2025-03-29 00:00,19.9,2025-02-26 00:00,17.5,2025-03-01 00:00,,,,,26.3,20.8,16.8,13.7,10.3,7.5,4.2,Wylam,1242 JERSEY ST WYLAM AL,AL,Jefferson,Birmingham,"Birmingham-Hoover, AL",2025-05-27,2024
1,73,6002,88101,3,33.578333,-86.773889,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),Events Included,26,7,N,26,365,0,0,0.0,0.0,Certification not required,0,10.4,5.182046,26.4,2025-03-28 00:00,20.3,2025-03-10 00:00,17.5,2025-03-29 00:00,17.0,2025-03-12 00:00,,,,,26.4,26.4,20.3,17.5,12.4,8.8,5.7,Tarrant Elementary School,"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",AL,Jefferson,Tarrant (corporate name for Tarrant City),"Birmingham-Hoover, AL",2025-05-27,2024
1,89,14,88101,1,34.68547,-86.58816,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,6.346667,2.739586,15.2,2025-03-29 00:00,9.5,2025-03-23 00:00,9.2,2025-02-24 00:00,9.1,2025-03-11 00:00,,,,,15.2,15.2,9.5,9.2,7.8,6.4,3.2,HUNTSVILLE OLD AIRPORT,3720 Russell Brown Dr SW,AL,Madison,Huntsville,"Huntsville, AL",2025-06-27,2024
1,89,14,88101,2,34.68547,-86.58816,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0.0,0.0,Certification not required,0,5.653333,2.402043,9.3,2025-02-24 00:00,8.8,2025-01-25 00:00,8.4,2025-03-14 00:00,8.3,2025-02-06 00:00,,,,,9.3,9.3,9.3,8.8,8.3,5.5,2.9,HUNTSVILLE OLD AIRPORT,3720 Russell Brown Dr SW,AL,Madison,Huntsville,"Huntsville, AL",2025-06-28,2024
1,89,14,88101,3,34.68547,-86.58816,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),Events Included,72,20,N,72,365,0,0,0.0,0.0,Certification not required,0,7.480556,3.381542,20.5,2025-03-28 00:00,18.0,2025-03-29 00:00,17.9,2025-02-26 00:00,13.7,2025-02-05 00:00,,,,,20.5,18.0,13.7,10.6,9.1,7.0,4.0,HUNTSVILLE OLD AIRPORT,3720 Russell Brown Dr SW,AL,Madison,Huntsville,"Huntsville, AL",2025-06-27,2024
1,97,3,88101,3,30.770181,-88.087761,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,0.0,0.0,Certification not required,0,7.530682,3.234276,18.0,2025-02-23 00:00,15.1,2025-03-07 00:00,14.5,2025-02-27 00:00,14.5,2025-03-27 00:00,,,,,18.0,15.1,13.3,11.8,9.3,7.0,3.6,CHICKASAW,"Iroquois and Azalea, CHICKASAW, MOBILE CO.,  ALABAMA",AL,Mobile,Chickasaw,"Mobile, AL",2025-06-13,2024
1,101,1002,88101,2,32.412811,-86.263394,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,7.73,3.722823,16.0,2025-03-08 00:00,15.9,2025-02-03 00:00,14.6,2025-02-24 00:00,12.1,2025-03-29 00:00,,,,,16.0,16.0,15.9,14.6,9.1,7.7,3.8,"MOMS, ADEM","1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",AL,Montgomery,Montgomery,"Montgomery, AL",2025-06-20,2024
1,101,1002,88101,3,32.412811,-86.263394,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,81,22,N,81,365,0,0,0.0,0.0,Certification not required,0,7.91358,4.781547,30.2,2025-02-23 00:00,22.2,2025-02-26 00:00,19.8,2025-03-28 00:00,16.2,2025-03-27 00:00,,,,,30.2,22.2,15.5,13.3,10.1,6.8,3.2,"MOMS, ADEM","1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",AL,Montgomery,Montgomery,"Montgomery, AL",2025-06-13,2024
1,103,11,88101,3,34.530717,-86.967536,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,6.58,2.864239,18.5,2025-03-28 00:00,15.0,2025-03-29 00:00,12.7,2025-02-26 00:00,12.1,2025-02-05 00:00,,,,,18.5,15.0,11.5,9.7,8.3,6.0,3.5,"DECATUR, Alabama","P.O. BOX 2224 WALLACE DEVELOPMENT CENTER. DECATUR, ALABAMA",AL,Morgan,Decatur,"Decatur, AL",2025-07-10,2024
1,113,3,88101,1,32.437028,-84.999653,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,9.76,6.053816,29.1,2025-03-23 00:00,22.3,2025-03-29 00:00,19.7,2025-02-21 00:00,18.2,2025-02-24 00:00,,,,,29.1,29.1,22.3,19.7,11.4,8.8,4.2,PHENIX CITY - SOUTH GIRARD SCHOOL,"510 6th Place South, Phenix City, Alabama  36869",AL,Russell,Phenix City,"Columbus, GA-AL",2025-06-20,2024
1,113,3,88101,2,32.437028,-84.999653,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,11,18,N,11,61,0,4,0.0,0.0,Certification not required,0,8.2,4.687217,17.9,2025-02-24 00:00,12.5,2025-03-08 00:00,11.9,2025-02-18 00:00,9.8,2025-03-26 00:00,,,,,17.9,17.9,17.9,12.5,11.9,8.6,4.0,PHENIX CITY - SOUTH GIRARD SCHOOL,"510 6th Place South, Phenix City, Alabama  36869",AL,Russell,Phenix City,"Columbus, GA-AL",2025-06-20,2024
1,119,3,88101,3,32.362606,-88.277992,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,89,24,N,89,365,0,0,0.0,0.0,Certification not required,0,6.395506,2.677215,15.3,2025-03-08 00:00,13.6,2025-02-23 00:00,13.1,2025-02-24 00:00,13.1,2025-03-28 00:00,,,,,15.3,13.6,11.2,9.5,7.9,6.2,3.1,"Ward, Sumter Co.","NNE of Ward Post Office, Sumter Co., Alabama",AL,Sumter,,,2025-06-13,2024
1,125,11,88101,3,33.095379,-87.481507,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,0.0,0.0,Certification not required,0,6.485556,4.00128,25.2,2025-02-26 00:00,21.1,2025-03-28 00:00,17.7,2025-03-01 00:00,17.4,2025-02-23 00:00,,,,,25.2,21.1,12.5,10.5,8.1,5.6,2.5,"Duncanville Middle School, Duncanville (Tuscaloosa) Alabama","11205 Eagle Pkwy, DUNCANVILLE, AL_35456",AL,Tuscaloosa,Tuscaloosa,"Tuscaloosa, AL",2025-06-13,2024
2,20,18,88101,2,61.205861,-149.824602,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0.0,0.0,Certification not required,0,7.073333,6.835983,25.4,2025-01-01 00:00,16.3,2025-02-06 00:00,11.9,2025-02-12 00:00,10.6,2025-01-31 00:00,,,,,25.4,25.4,25.4,16.3,10.6,4.7,1.4,GARDEN/TRINITY CHRISTIAN CHURCH,3000 EAST 16TH AVENUE,AK,Anchorage ,Anchorage,"Anchorage, AK",2025-06-30,2024
2,20,18,88101,3,61.205861,-149.824602,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,89,24,N,89,365,0,0,0.0,0.0,Certification not required,0,5.892135,5.876112,28.8,2025-01-01 00:00,24.0,2025-01-03 00:00,23.2,2025-02-04 00:00,19.2,2025-02-03 00:00,,,,,28.8,24.0,19.2,15.1,7.6,4.2,0.7,GARDEN/TRINITY CHRISTIAN CHURCH,3000 EAST 16TH AVENUE,AK,Anchorage ,Anchorage,"Anchorage, AK",2025-06-30,2024
2,90,34,88101,1,64.84569,-147.727413,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,87,24,N,87,365,0,3,2.0,2.0,Certification not required,0,10.465517,7.719001,46.0,2025-01-03 00:00,36.6,2025-01-01 00:00,34.5,2025-01-02 00:00,24.1,2025-01-16 00:00,,,,,46.0,36.6,23.6,18.9,13.8,8.4,3.5,NCORE,907 Terminal St.,AK,Fairbanks North Star ,Fairbanks,"Fairbanks, AK",2025-06-30,2024
2,90,34,88101,3,64.84569,-147.727413,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,88,24,N,88,365,0,0,1.0,1.0,Certification not required,0,10.323864,6.864334,53.6,2025-01-03 00:00,24.8,2025-02-10 00:00,21.4,2025-01-31 00:00,20.3,2025-01-17 00:00,,,,,53.6,24.8,19.3,18.3,12.8,9.5,3.9,NCORE,907 Terminal St.,AK,Fairbanks North Star ,Fairbanks,"Fairbanks, AK",2025-06-30,2024
2,90,35,88101,1,64.762641,-147.310279,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,84,23,N,84,365,0,6,5.0,5.0,Certification not required,0,12.458333,12.622758,56.6,2025-01-02 00:00,51.2,2025-01-16 00:00,46.6,2025-01-18 00:00,37.2,2025-01-21 00:00,,,,,56.6,51.2,37.1,31.3,19.0,7.0,1.5,North Pole Fire Station #3,"3288 Hurst Road, North Pole, Alaska 99705",AK,Fairbanks North Star ,,"Fairbanks, AK",2025-06-30,2024
2,90,35,88101,2,64.762641,-147.310279,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,29,25,N,15,61,0,1,2.0,2.0,Certification not required,0,16.32069,20.729833,104.3,2025-01-01 00:00,50.6,2025-01-16 00:00,32.1,2025-03-02 00:00,29.1,2025-01-22 00:00,,,,,104.3,104.3,104.3,50.6,29.1,23.5,10.3,North Pole Fire Station #3,"3288 Hurst Road, North Pole, Alaska 99705",AK,Fairbanks North Star ,,"Fairbanks, AK",2025-06-30,2024
2,90,40,88101,1,64.84593,-147.69327,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,2.0,2.0,Certification not required,0,10.623333,8.82928,61.1,2025-01-01 00:00,39.6,2025-01-03 00:00,33.0,2025-01-02 00:00,23.1,2025-01-16 00:00,,,,,61.1,39.6,22.8,20.3,13.9,8.1,3.1,A Street,397 Hamilton Ave,AK,Fairbanks North Star ,Fairbanks,"Fairbanks, AK",2025-06-30,2024
2,90,40,88101,3,64.84593,-147.69327,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,2.0,2.0,Certification not required,0,10.475556,9.010273,64.1,2025-01-01 00:00,44.1,2025-01-03 00:00,35.4,2025-01-02 00:00,23.5,2025-01-04 00:00,,,,,64.1,44.1,23.4,18.3,13.0,7.6,3.3,A Street,397 Hamilton Ave,AK,Fairbanks North Star ,Fairbanks,"Fairbanks, AK",2025-06-30,2024
2,110,4,88101,1,58.388497,-134.567237,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,1,1.0,1.0,Certification not required,0,7.093333,9.092662,50.5,2025-01-01 00:00,16.2,2025-02-03 00:00,14.5,2025-02-09 00:00,12.6,2025-02-06 00:00,,,,,50.5,50.5,16.2,14.5,7.5,3.9,2.1,Floyd Dryden Middle School,3800 MENDENHALL LOOP ROAD,AK,Juneau ,Juneau,"Juneau, AK",2025-06-30,2024
2,170,10,88101,3,61.52275,-149.083639,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,90,25,N,90,365,0,0,1.0,1.0,Certification not required,0,3.771111,6.532757,37.4,2025-01-01 00:00,24.5,2025-01-02 00:00,16.5,2025-01-03 00:00,16.2,2025-02-11 00:00,,,,,37.4,24.5,15.8,13.4,7.0,1.1,-1.2,,5310 Bodenburg Spur Rd,AK,Matanuska-Susitna ,,"Anchorage, AK",2025-06-30,2024
4,1,1235,88101,1,35.880404,-109.438003,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2025,Micrograms/cubic meter (LC),Events Included,8,10,N,6,61,8,6,0.0,0.0,Certification not required,0,1.3375,0.255999,1.7,2025-02-06 00:00,1.5,2025-02-01 00:00,1.5,2025-02-04 00:00,1.5,2025-02-12 00:00,,,,,1.7,1.7,1.7,1.7,1.5,1.5,1.2,Nazlini,"Indian Route 27, Mile Post 14, 1/4 Mi N. Power Line Rd.",AZ,Apache,Nazlini (Trading Post),,2025-04-29,2024
4,1,1235,88101,2,35.880404,-109.438003,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2000 PM2.5 Sampler w/WINS - GRAVIMETRIC,2025,Micrograms/cubic meter (LC),Events Included,8,10,N,6,61,8,6,0.0,0.0,Certification not required,0,1.575,0.237547,1.8,2025-02-06 00:00,1.8,2025-02-08 00:00,1.8,2025-02-12 00:00,1.6,2025-02-18 00:00,,,,,1.8,1.8,1.8,1.8,1.8,1.8,1.5,Nazlini,"Indian Route 27, Mile Post 14, 1/4 Mi N. Power Line Rd.",AZ,Apache,Nazlini (Trading Post),,2025-04-29,2024
4,12,8000,88101,3,34.2439,-113.5586,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,178,49,N,178,365,0,0,0.0,0.0,Certification not required,0,4.488764,2.374628,14.4,2025-06-22 00:00,13.4,2025-06-21 00:00,12.3,2025-04-17 00:00,11.0,2025-04-26 00:00,,,,,13.4,11.0,8.9,7.9,5.4,4.1,2.0,ALAMO LAKE,ALAMO LAKE STATE PARK,AZ,La Paz,Wenden,,2025-07-17,2024
4,13,19,88101,2,33.48378,-112.14256,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2025,Micrograms/cubic meter (LC),No Events,15,48,N,15,31,0,0,0.0,0.0,Certification not required,0,8.66,5.579273,23.1,2025-01-25 00:00,17.2,2025-01-13 00:00,15.3,2025-02-06 00:00,9.6,2025-02-18 00:00,,,,,23.1,23.1,23.1,17.2,9.6,6.9,3.8,WEST PHOENIX,3847 W EARLL DR-WEST PHOENIX STATION,AZ,Maricopa,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
4,13,19,88101,3,33.48378,-112.14256,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,176,48,N,176,365,0,0,1.0,1.0,Certification not required,0,10.402273,19.714122,258.1,2025-01-01 00:00,31.8,2025-01-02 00:00,31.5,2025-01-19 00:00,27.5,2025-01-06 00:00,,,,,31.8,27.5,23.8,19.6,10.3,6.9,4.1,WEST PHOENIX,3847 W EARLL DR-WEST PHOENIX STATION,AZ,Maricopa,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
4,13,1003,88101,3,33.41018,-111.86536,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,179,49,N,179,365,0,0,1.0,1.0,Certification not required,0,7.482123,10.153685,137.1,2025-01-01 00:00,20.0,2025-02-01 00:00,16.0,2025-01-04 00:00,15.6,2025-01-11 00:00,,,,,20.0,15.6,13.5,11.0,7.7,6.1,4.0,MESA,"310 S BROOKS, MESA",AZ,Maricopa,Mesa,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
4,13,1004,88101,3,33.56031,-112.06619,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,179,49,N,179,365,0,0,1.0,1.0,Certification not required,0,7.136313,5.594366,70.2,2025-01-01 00:00,17.8,2025-01-31 00:00,15.4,2025-01-18 00:00,14.8,2025-01-02 00:00,,,,,17.8,14.8,14.0,11.4,8.0,6.2,3.7,NORTH PHOENIX,"601 E BUTLER DR ,PHOENIX",AZ,Maricopa,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
4,13,2001,88101,3,33.57453,-112.19193,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,1.0,1.0,Certification not required,0,6.799448,6.098456,75.4,2025-01-01 00:00,18.4,2025-01-31 00:00,18.2,2025-02-01 00:00,17.3,2025-01-18 00:00,,,,,18.4,17.3,14.1,10.9,7.4,5.5,3.3,GLENDALE,"6000 W OLIVE AVE,GLENDALE",AZ,Maricopa,Glendale,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
4,13,3003,44201,1,33.47968,-111.91721,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2025,Parts per million,No Events,3064,49,N,180,365,0,0,4.0,4.0,Certification not required,0,0.0526,0.010026,0.074,2025-06-07 12:00,0.071,2025-05-10 11:00,0.071,2025-05-28 11:00,0.071,2025-06-06 12:00,,,,,0.071,0.071,0.07,0.067,0.06,0.052,0.04,SOUTH SCOTTSDALE,2857 N MILLER RD-S SCOTTSDALE STN,AZ,Maricopa,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2015
4,13,4003,88101,3,33.40314,-112.07526,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,179,49,N,179,365,0,0,1.0,1.0,Certification not required,0,10.372626,16.000126,210.3,2025-01-01 00:00,33.0,2025-01-18 00:00,31.7,2025-02-01 00:00,27.1,2025-01-12 00:00,,,,,33.0,27.1,22.0,17.9,11.4,7.5,4.6,SOUTH PHOENIX,"33 W TAMARISK AVE, PHOENIX",AZ,Maricopa,Phoenix,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
4,13,4004,44201,1,33.29896,-111.88426,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2025,Parts per million,No Events,3069,49,N,180,365,0,0,1.0,1.0,Certification not required,0,0.050767,0.00934,0.071,2025-05-10 11:00,0.07,2025-05-20 11:00,0.068,2025-04-09 11:00,0.068,2025-05-08 12:00,,,,,0.07,0.068,0.065,0.064,0.058,0.05,0.039,WEST CHANDLER,"275 S ELLIS, CHANDLER",AZ,Maricopa,Chandler,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2015
4,13,4005,88101,3,33.41123,-111.93471,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2025,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,1.0,1.0,Certification not required,0,6.876243,6.533175,84.8,2025-01-01 00:00,21.2,2025-02-01 00:00,15.4,2025-01-31 00:00,14.7,2025-02-02 00:00,,,,,21.2,14.7,13.2,11.1,7.5,5.7,3.8,TEMPE,"1525 S COLLEGE AVE, TEMPE",AZ,Maricopa,Tempe,"Phoenix-Mesa-Scottsdale, AZ",2025-07-30,2024
